7.12132 6.12132 1
5.58695 6.19051 1
4.5693 5.6074 1
3.93934 5.06066 1
3.3926 4.4307 1
2.80949 3.41305 1
2.87868 1.87868 1
4.41305 1.80949 1
5.4307 2.3926 1
6.06066 2.93934 1
6.6074 3.5693 1
7.19051 4.58695 1
5 4 1
6.06066 5.06066 1
3.93934 2.93934 1
3.68111 2.23657 1
0 8 1
-2.73205 6 0
-2.51186 5 0
-1.96077 4.4453 0
-1.5 4.13397 0
-1 3.8906 0
-0.244071 3.69069 0
0.732051 4 0
0.511858 5 0
-0.0392311 5.5547 0
-0.5 5.86603 0
-1 6.1094 0
-1.75593 6.30931 0
-1 5 0
-1.86603 5.5 0
-0.133975 4.5 0
0.647878 4.21801 0
